Geo Point,Geo Shape,codeunique,nom_long,nom_so_gar,nom_su_gar,id_ref_ZdC,nom_ZdC,id_ref_ZdA,nom_ZdA,idrefliga,idrefligc,res_com,mode_,train,rer,metro,tramway,val,tertrain,terrer,termetro,tertram,terval,exploitant,idf,principal,x,y
"49.1190226453782, 2.3997248538886797","{""coordinates"": [2.39972485388868, 49.1190226453782], ""type"": ""Point""}",266,Seugy,,,67180,Seugy,47951,Seugy,A01849,C01737,TRAIN H,TRAIN,1,0,0,0,0,0,0,0,0,0,SNCF,1,0,656177.843,6891190.5028
"49.14771950648844, 2.2778231947158583","{""coordinates"": [2.277823194715858, 49.14771950648844], ""type"": ""Point""}",270,Persan-Beaumont,,,67292,Persan - Beaumont,43178,Persan - Beaumont,A01849,C01737,TRAIN H,TRAIN,1,0,0,0,0,1,0,0,0,0,SNCF,1,1,647308.0195,6894456.673
"49.06296967857347, 2.057902990513519","{""coordinates"": [2.057902990513519, 49.06296967857347], ""type"": ""Point""}",279,Osny,,,66977,Osny,51494,Osny,A01852,C01739,TRAIN J,TRAIN,1,0,0,0,0,0,0,0,0,0,SNCF,1,0,631150.2588,6885200.4785
"49.09965012078675, 1.9705357236909533","{""coordinates"": [1.970535723690953, 49.09965012078675], ""type"": ""Point""}",282,Us,,,67131,Us,47922,Us,A01852,C01739,TRAIN J,TRAIN,1,0,0,0,0,0,0,0,0,0,SNCF,1,0,624818.8706,6889359.3826
"48.8142394445753, 2.274489673539625","{""coordinates"": [2.274489673539625, 48.8142394445753], ""type"": ""Point""}",287,Clamart,,,70505,Clamart,43111,Clamart,A01847,C01736,TRAIN N,TRAIN,1,0,0,0,0,0,0,0,0,0,SNCF,1,0,646724.0642,6857374.8481
"48.78031379546215, 2.312307716888593","{""coordinates"": [2.312307716888593, 48.78031379546215], ""type"": ""Point""}",298,Bourg-la-Reine,,,70033,Bourg-la-Reine,43097,Bourg-la-Reine,A01857,C01743,RER B,RER,0,1,0,0,0,0,0,0,0,0,RATP,1,0,649468.2085,6853577.9767
"48.86266245072803, 2.300989963934816","{""coordinates"": [2.300989963934816, 48.86266245072803], ""type"": ""Point""}",313,Pont de l'Alma,,,71271,Pont de l'Alma,415091,Pont de l'Alma,A01840,C01727,RER C,RER,0,1,0,0,0,0,0,0,0,0,SNCF,1,0,648717.6549,6862741.3932
"48.83908975449538, 2.2704582437872416","{""coordinates"": [2.270458243787242, 48.83908975449538], ""type"": ""Point""}",316,Pont du Garigliano,Hôpital Européen Georges Pompidou,,74002,Pont du Garigliano - Hôpital Européen G. Pompidou,58798,Pont du Garigliano - Hôpital Européen G. Pompidou,A01840 / A01193,C01727 / C01391,RER C / TRAM 3a,RER / TRAMWAY,0,1,0,1,0,0,0,0,TRAM 3A,0,SNCF,1,0,646453.5639,6860140.6142
"48.84379435099823, 2.463501419487551","{""coordinates"": [2.463501419487551, 48.84379435099823], ""type"": ""Point""}",342,Fontenay-sous-Bois,,,71630,Fontenay-sous-Bois,47238,Fontenay-sous-Bois,A01856,C01742,RER A,RER,0,1,0,0,0,0,0,0,0,0,RATP,1,0,660625.7196,6860550.1345
"49.166775038874846, 2.362303528565356","{""coordinates"": [2.362303528565356, 49.166775038874846], ""type"": ""Point""}",505,Boran-sur-Oise,,,411333,Boran-sur-Oise,411332,Boran-sur-Oise,A01849,C01737,TRAIN H,TRAIN,1,0,0,0,0,0,0,0,0,0,SNCF,0,0,653488.9078,6896523.0115
"49.21379080260569, 2.417033174921131","{""coordinates"": [2.417033174921131, 49.21379080260569], ""type"": ""Point""}",503,Saint-Leu d’Esserent,,,411330,Saint-Leu-d'Esserent,411329,Saint-Leu-d'Esserent,A01849,C01737,TRAIN H,TRAIN,1,0,0,0,0,0,0,0,0,0,SNCF,0,0,657519.2075,6901721.5976
"48.80071846293824, 2.1713898141177514","{""coordinates"": [2.171389814117751, 48.80071846293824], ""type"": ""Point""}",73,Viroflay Rive Gauche,,,63923,Viroflay Rive Gauche,462388,Viroflay Rive Gauche,A01847 / A01840 / A02149,C01736 / C01727 / C01794,TRAIN N / RER C / TRAM 6,TRAIN / RER / TRAMWAY,1,1,0,1,0,0,0,0,0,0,RATP/SNCF,1,0,639137.6828,6855946.0349
"48.94550297097257, 2.145017437654258","{""coordinates"": [2.145017437654258, 48.94550297097257], ""type"": ""Point""}",139,Maisons-Laffitte,,,65048,Maisons-Laffitte,473109,Maisons-Laffitte,A02176 / A01856,C01740 / C01742,TRAIN L / RER A,TRAIN / RER,1,1,0,0,0,0,0,0,0,0,SNCF,1,0,637374.9956,6872065.3017
"48.970665045600775, 2.0777317659633097","{""coordinates"": [2.07773176596331, 48.970665045600775], ""type"": ""Point""}",127,Achères-Ville,,,73604,Achères Ville,46647,Achères Ville,A02176 / A01856,C01740 / C01742,TRAIN L / RER A,TRAIN / RER,1,1,0,0,0,0,0,0,0,0,SNCF,1,0,632479.4116,6874918.7323
"49.03398763532785, 2.128263872556191","{""coordinates"": [2.128263872556191, 49.03398763532785], ""type"": ""Point""}",458,Saint-Ouen-l'Aumône-Liesse,,,66659,Saint-Ouen-l'Aumône Liesse,43150,Saint-Ouen-l'Aumône Liesse,A01849 / A01840,C01737 / C01727,TRAIN H / RER C,TRAIN / RER,1,1,0,0,0,0,0,0,0,0,SNCF,1,0,636256.5278,6881918.3815
"49.049647004333735, 2.0342944632204345","{""coordinates"": [2.034294463220435, 49.049647004333735], ""type"": ""Point""}",277,Cergy-Saint-Christophe,,,66858,Cergy Saint-Christophe,47897,Cergy Saint-Christophe,A02176 / A01856,C01740 / C01742,TRAIN L / RER A,TRAIN / RER,1,1,0,0,0,0,0,0,0,0,SNCF,1,0,629406.8797,6883739.7414
"48.73948720636679, 2.7588245486748937","{""coordinates"": [2.758824548674894, 48.73948720636679], ""type"": ""Point""}",13,Tournan,,,67625,Tournan,43208,Tournan,A01844 / A01843,C01730 / C01729,TRAIN P / RER E,TRAIN / RER,1,1,0,0,0,0,1,0,0,0,SNCF,1,1,682264.3099,6848845.6925
"48.52724332052425, 2.6549902821418874","{""coordinates"": [2.654990282141887, 48.52724332052425], ""type"": ""Point""}",49,Melun,,,61926,Melun,47909,Melun,A01845 / A01842,C01728,RER D,TRAIN / RER,1,1,0,0,0,1,1,0,0,0,SNCF,1,1,674525.434,6825278.3423
"48.85105028137978, 2.3442733454213514","{""coordinates"": [2.344273345421351, 48.85105028137978], ""type"": ""Point""}",110060,Cluny-La Sorbonne,,,73620,Cluny La Sorbonne,44877,Saint-Michel Notre-Dame,A01543,C01380,METRO 10,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,651882.3097,6861422.9819
"49.01531915094301, 2.2428386605648356","{""coordinates"": [2.242838660564836, 49.01531915094301], ""type"": ""Point""}",236,Saint-Leu-la-Foret,,,66452,Saint-Leu-la-Forêt,48964,Saint-Leu-la-Forêt,A01849,C01737,TRAIN H,TRAIN,1,0,0,0,0,0,0,0,0,0,SNCF,1,0,644614.3318,6879755.8971
"48.56507294010044, 2.5426094498060037","{""coordinates"": [2.542609449806004, 48.56507294010044], ""type"": ""Point""}",45,Saint-Fargeau,,,62172,Saint-Fargeau,45814,Saint-Fargeau,A01842,C01728,RER D,RER,0,1,0,0,0,0,0,0,0,0,SNCF,1,0,666251.9841,6829525.7859
"48.97214167597384, 1.8483488082825008","{""coordinates"": [1.848348808282501, 48.97214167597384], ""type"": ""Point""}",131,Aubergenville Élisabethville,,,65490,Aubergenville Élisabethville,43070,Aubergenville Élisabethville,A01852,C01739,TRAIN J,TRAIN,1,0,0,0,0,0,0,0,0,0,SNCF,1,0,615689.4213,6875303.4616
"48.74085329922273, 2.230839930557986","{""coordinates"": [2.230839930557986, 48.74085329922273], ""type"": ""Point""}",170,Igny,,,63352,Igny,43083,Igny,A01840,C01727,RER C,RER,0,1,0,0,0,0,0,0,0,0,SNCF,1,0,643439.379,6849245.9704
"49.132577701458594, 2.2805153698198444","{""coordinates"": [2.280515369819844, 49.132577701458594], ""type"": ""Point""}",269,Nointel-Mours,,,67227,Nointel - Mours,47530,Nointel - Mours,A01849,C01737,TRAIN H,TRAIN,1,0,0,0,0,0,0,0,0,0,SNCF,1,0,647489.0972,6892770.805
"48.7695633327529, 2.309905064564245","{""coordinates"": [2.309905064564245, 48.7695633327529], ""type"": ""Point""}",299,Parc de Sceaux,,,69906,Parc de Sceaux,43177,Parc de Sceaux,A01857,C01743,RER B,RER,0,1,0,0,0,0,0,0,0,0,RATP,1,0,649281.2192,6852384.2514
"48.88604139898206, 2.299279102380643","{""coordinates"": [2.299279102380643, 48.88604139898206], ""type"": ""Point""}",330,Pereire-Levallois,,,71453,Péreire,44314,Péreire Levallois,A01840 / A01536,C01727 / C01373,RER C / METRO 3,RER / METRO,0,1,1,0,0,0,0,0,0,0,RATP/SNCF,1,0,648615.2115,6865342.0675
"48.378534914131315, 2.7988830795737267","{""coordinates"": [2.798883079573727, 48.378534914131315], ""type"": ""Point""}",61,Moret-Veneux-les-Sablons,,,61410,Moret - Veneux-les-Sablons,47130,Moret - Veneux-les-Sablons,A01845,C01731,TRAIN R,TRAIN,1,0,0,0,0,0,0,0,0,0,SNCF,1,0,685107.9482,6808711.6006
"48.95693142564194, 2.873364799935517","{""coordinates"": [2.873364799935517, 48.95693142564194], ""type"": ""Point""}",15,Meaux,,,68963,Meaux,43161,Meaux,A01844,C01730,TRAIN P,TRAIN,1,0,0,0,0,0,0,0,0,0,SNCF,1,1,690726.1981,6873004.5894
"48.53150198555095, 2.370518497736707","{""coordinates"": [2.370518497736707, 48.53150198555095], ""type"": ""Point""}",212,Ballancourt,,,59825,Ballancourt,43087,Ballancourt,A01842,C01728,RER D,RER,0,1,0,0,0,0,0,0,0,0,SNCF,1,0,653524.9404,6825881.3486
"48.81047522448721, 1.7645814867402245","{""coordinates"": [1.764581486740225, 48.81047522448721], ""type"": ""Point""}",104,Garancières - La Queue,,,64025,Garancières - La Queue,47903,Garancières - La Queue,A01847,C01736,TRAIN N,TRAIN,1,0,0,0,0,0,0,0,0,0,SNCF,1,0,609276.179,6857421.2804
"48.89807641019572, 2.094836628297753","{""coordinates"": [2.094836628297753, 48.89807641019572], ""type"": ""Point""}",95,Saint-Germain-en-Laye,,,64589,Saint-Germain-en-Laye,43198,Saint-Germain-en-Laye,A01856 / A02373,C01742 / C02344,RER A / TRAM 13,RER / TRAMWAY,0,1,0,1,0,0,RER A,0,TRAM 13,0,RATP / TRANSKEO,1,1,633639.0981,6866832.704
"48.3326836428742, 2.69248019058932","{""coordinates"": [2.69248019058932, 48.3326836428742], ""type"": ""Point""}",68,Bourron-Marlotte-Grez,,,61318,Bourron-Marlotte - Grez,47124,Bourron-Marlotte - Grez,A01845,C01731,TRAIN R,TRAIN,1,0,0,0,0,0,0,0,0,0,SNCF,1,0,677209.3467,6803640.6794
"48.80948226208311, 2.1350874566130322","{""coordinates"": [2.135087456613032, 48.80948226208311], ""type"": ""Point""}",147,Versailles Rive Droite,,,64021,Versailles Rive Droite,44602,Versailles Rive Droite,A02176,C01740,TRAIN L,TRAIN,1,0,0,0,0,1,0,0,0,0,SNCF,1,1,636482.013,6856949.0163
"49.1551273595693, 2.3248275074852454","{""coordinates"": [2.324827507485245, 49.1551273595693], ""type"": ""Point""}",271,Bruyères-sur-Oise,,,67325,Bruyères-sur-Oise,47533,Bruyères-sur-Oise,A01849,C01737,TRAIN H,TRAIN,1,0,0,0,0,0,0,0,0,0,SNCF,1,0,650744.5404,6895250.2439
"49.0758428838879, 2.024952931375387","{""coordinates"": [2.024952931375387, 49.0758428838879], ""type"": ""Point""}",280,Boissy-l'Aillerie,,,67056,Boissy-l'Aillerie,46801,Boissy-l'Aillerie,A01852,C01739,TRAIN J,TRAIN,1,0,0,0,0,0,0,0,0,0,SNCF,1,0,628760.0224,6886661.3228
"48.81488431327983, 2.2409192948665337","{""coordinates"": [2.240919294866534, 48.81488431327983], ""type"": ""Point""}",288,Meudon,,,70515,Meudon,43162,Meudon,A01847,C01736,TRAIN N,TRAIN,1,0,0,0,0,0,0,0,0,0,SNCF,1,0,644259.6756,6857469.7222
"48.85645721060724, 2.2898035182584997","{""coordinates"": [2.2898035182585, 48.85645721060724], ""type"": ""Point""}",314,Champ de Mars,Tour Eiffel,,73844,Champ de Mars Tour Eiffel,58757,Champ de Mars Tour Eiffel,A01840,C01727,RER C,RER,0,1,0,0,0,0,0,0,0,0,SNCF,1,0,647890.7859,6862058.7507
"48.86546235614948, 2.272159381919414","{""coordinates"": [2.272159381919414, 48.86546235614948], ""type"": ""Point""}",333,Avenue Henri Martin,,,71286,Avenue Henri Martin,45447,Avenue Henri Martin,A01840,C01727,RER C,RER,0,1,0,0,0,0,0,0,0,0,SNCF,1,0,646605.4494,6863071.8278
"49.03896352400667, 2.103461593344873","{""coordinates"": [2.103461593344873, 49.03896352400667], ""type"": ""Point""}",251,Saint-Ouen-l'Aumône - Quartier de l'Eglise,,,66731,Saint-Ouen-l'Aumône Quartier de l'Église,47955,Saint-Ouen-l'Aumône Quartier de l'Église,A01852,C01739,TRAIN J,TRAIN / RER,1,1,0,0,0,0,0,0,0,0,SNCF,1,0,634449.2845,6882492.0391
"49.00468746087186, 2.57058948552452","{""coordinates"": [2.57058948552452, 49.00468746087186], ""type"": ""Point""}",443,Terminal 2 - Gare TGV,,,73699,Aéroport CDG - Terminal 2 (TGV),473364,Aéroport Charles de Gaulle 2 (Terminal 2),A01857 / A01516,C01743 / C00563,RER B / CDGVAL,RER / VAL,0,1,0,0,1,0,1,0,0,1,SNCF,1,1,668582.2523,6878393.4208
"48.74058412183088, 2.3533070484348864","{""coordinates"": [2.353307048434886, 48.74058412183088], ""type"": ""Point""}",305,Rungis-La Fraternelle,,,69633,Rungis la Fraternelle,44787,Rungis la Fraternelle,A01840 / A02134,C01727 / C01774,RER C / TRAM 7,RER / TRAMWAY,0,1,0,1,0,0,0,0,0,0,RATP/SNCF,1,0,652444.6023,6849135.3039
"48.844456393634566, 2.440439978057246","{""coordinates"": [2.440439978057246, 48.844456393634566], ""type"": ""Point""}",101033,Château de Vincennes,,,71634,Château de Vincennes,42582,Château de Vincennes,A01534,C01371,METRO 1,METRO,0,0,1,0,0,0,0,1,0,0,RATP,1,0,658933.7619,6860635.4943
"48.86651446080855, 2.3608035032752683","{""coordinates"": [2.360803503275268, 48.86651446080855], ""type"": ""Point""}",103047,Temple,,,71296,Temple,44924,Temple,A01536,C01373,METRO 3,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,653109.1971,6863132.5225
"48.86558647666525, 2.356736756806097","{""coordinates"": [2.356736756806097, 48.86558647666525], ""type"": ""Point""}",103049,Arts et Métiers,,,71293,Arts et Métiers,42230,Arts et Métiers,A01544,C01381,METRO 11,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,652810.0307,6863031.7605
"48.867513024064, 2.346552336353211","{""coordinates"": [2.346552336353211, 48.867513024064], ""type"": ""Point""}",103053,Sentier,,,73634,Sentier,44825,Sentier,A01536,C01373,METRO 3,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,652064.6885,6863252.1122
"48.888706018840786, 2.2880836330485033","{""coordinates"": [2.288083633048503, 48.888706018840786], ""type"": ""Point""}",103077,Louise Michel,,,73667,Louise Michel,51613,Louise Michel,A01536,C01373,METRO 3,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,647796.9264,6865645.6998
"48.84687823701759, 2.3267927850392973","{""coordinates"": [2.326792785039297, 48.84687823701759], ""type"": ""Point""}",104065,Saint-Placide,,,71184,Saint-Placide,44885,Saint-Placide,A01537,C01374,METRO 4,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,650595.6493,6860969.8856
"48.838964279775986, 2.330754192086215","{""coordinates"": [2.330754192086215, 48.838964279775986], ""type"": ""Point""}",104071,Raspail,,,71088,Raspail,45314,Raspail,A01537 / A01539,C01374 / C01376,METRO 4 / METRO 6,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,650878.8981,6860087.4642
"48.82818847537889, 2.3271646496078233","{""coordinates"": [2.327164649607823, 48.82818847537889], ""type"": ""Point""}",104077,Alésia,,,71030,Alésia,42175,Alésia,A01537,C01374,METRO 4,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,650605.2307,6858891.5557
"48.88685693056751, 2.3859131742732753","{""coordinates"": [2.385913174273275, 48.88685693056751], ""type"": ""Point""}",105049,Ourcq,,,71972,Ourcq,44227,Ourcq,A01538,C01375,METRO 5,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,654968.7705,6865379.8582
"48.85614071202625, 2.3702093410963823","{""coordinates"": [2.370209341096382, 48.85614071202625], ""type"": ""Point""}",105069,Bréguet-Sabin,,,73621,Bréguet-Sabin,42390,Bréguet-Sabin,A01538,C01375,METRO 5,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,653789.9849,6861973.5007
"48.862595535838295, 2.3366841700004515","{""coordinates"": [2.336684170000451, 48.862595535838295], ""type"": ""Point""}",101057,Palais Royal - Musée du Louvre,,,71297,Palais Royal - Musée Du Louvre,44236,Palais Royal - Musée Du Louvre,A01534 / A01540,C01371 / C01377,METRO 1 / METRO 7,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,651336.2077,6862711.363
"48.86394012976092, 2.2784416488331485","{""coordinates"": [2.278441648833148, 48.86394012976092], ""type"": ""Point""}",109041,Rue de la Pompe,Avenue Georges Mandel,,71292,Rue de la Pompe,44461,Rue de la Pompe,A01542,C01379,METRO 9,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,647064.7583,6862898.3399
"48.87204586088575, 2.3100189310569244","{""coordinates"": [2.310018931056924, 48.87204586088575], ""type"": ""Point""}",109051,Saint-Philippe du Roule,,,71334,Saint-Philippe du Roule,44884,Saint-Philippe du Roule,A01542,C01379,METRO 9,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,649389.1585,6863778.9259
"48.846534635796644, 2.2859992220590066","{""coordinates"": [2.285999222059007, 48.846534635796644], ""type"": ""Point""}",110043,Charles Michels,,,71156,Charles Michels,42557,Charles Michels,A01543,C01380,METRO 10,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,647601.6845,6860957.9773
"48.848816371535776, 2.3212578629054597","{""coordinates"": [2.32125786290546, 48.848816371535776], ""type"": ""Point""}",110053,Vaneau,,,71170,Vaneau,45116,Vaneau,A01543,C01380,METRO 10,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,650191.3229,6861188.8641
"48.846656850315505, 2.351623256378512","{""coordinates"": [2.351623256378512, 48.846656850315505], ""type"": ""Point""}",110063,Cardinal Lemoine,,,71153,Cardinal Lemoine,42435,Cardinal Lemoine,A01543,C01380,METRO 10,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,652417.6279,6860930.0204
"48.84615112214607, 2.354917983696272","{""coordinates"": [2.354917983696272, 48.84615112214607], ""type"": ""Point""}",110065,Jussieu,,,71148,Jussieu,43493,Jussieu,A01540 / A01543,C01377 / C01380,METRO 7 / METRO 10,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,652658.953,6860871.808
"48.86120498938855, 2.353495740128162","{""coordinates"": [2.353495740128162, 48.86120498938855], ""type"": ""Point""}",111053,Rambuteau,Centre Georges Pompidou,,71273,Rambuteau,44593,Rambuteau,A01544,C01381,METRO 11,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,652568.2852,6862546.5161
"48.89241892201138, 2.344764611738356","{""coordinates"": [2.344764611738356, 48.89241892201138], ""type"": ""Point""}",112079,Jules Joffrin,,,71521,Jules Joffrin,479055,Jules Joffrin,A01545,C01382,METRO 12,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,651956.5294,6866022.5738
"48.83422588174329, 2.3186164144253834","{""coordinates"": [2.318616414425383, 48.83422588174329], ""type"": ""Point""}",114043,Pernety,,,412687,Pernety,44316,Pernety,A01546,C01383,METRO 13,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,649983.4886,6859568.2262
"48.85144170830438, 2.314408121448823","{""coordinates"": [2.314408121448823, 48.85144170830438], ""type"": ""Point""}",114051,Saint-François-Xavier,,,71204,Saint-François Xavier,45139,Saint-François Xavier,A01546,C01383,METRO 13,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,649691.21,6861485.1183
"48.87368520970193, 2.3144679895687355","{""coordinates"": [2.314467989568735, 48.87368520970193], ""type"": ""Point""}",114059,Miromesnil,,,71346,Miromesnil,43511,Miromesnil,A01542 / A01546,C01379 / C01383,METRO 9 / METRO 13,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,649717.076,6863958.3667
"48.879634759722414, 2.327022200889502","{""coordinates"": [2.327022200889502, 48.879634759722414], ""type"": ""Point""}",114063,Liège,,,71382,Liège,43814,Liège,A01546,C01383,METRO 13,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,650643.5277,6864611.9937
"48.868440162341024, 2.4015617127425415","{""coordinates"": [2.401561712742541, 48.868440162341024], ""type"": ""Point""}",116035,Pelleport,,,71828,Pelleport,45630,Pelleport,A01549,C01386,METRO 3bis,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,656100.7414,6863323.2148
"48.87949310969703, 2.3885668704475225","{""coordinates"": [2.388566870447522, 48.87949310969703], ""type"": ""Point""}",117033,Botzaris,,,71906,Botzaris,42369,Botzaris,A01550,C01387,METRO 7bis,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,655157.0227,6864559.5328
"48.84506157901035, 2.4012890198273475","{""coordinates"": [2.401289019827348, 48.84506157901035], ""type"": ""Point""}",106033,Picpus,,,71639,Picpus,44334,Picpus,A01539,C01376,METRO 6,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,656061.0276,6860723.8589
"48.839567197402936, 2.395952926588724","{""coordinates"": [2.395952926588724, 48.839567197402936], ""type"": ""Point""}",106037,Daumesnil,,,71614,Daumesnil,45229,Daumesnil,A01539 / A01541,C01376 / C01378,METRO 6 / METRO 8,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,655664.7496,6860115.9193
"48.83494772141346, 2.368126329061811","{""coordinates"": [2.368126329061811, 48.83494772141346], ""type"": ""Point""}",106045,Chevaleret,,,73651,Chevaleret,45267,Chevaleret,A01539,C01376,METRO 6,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,653618.2928,6859618.2657
"48.86698310851503, 2.2900588335804866","{""coordinates"": [2.290058833580487, 48.86698310851503], ""type"": ""Point""}",106081,Boissière,,,71301,Boissière,42359,Boissière,A01539,C01376,METRO 6,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,647920.0417,6863228.9677
"48.90378388011075, 2.392221221171115","{""coordinates"": [2.392221221171115, 48.90378388011075], ""type"": ""Point""}",107029,Aubervilliers Pantin - Quatre Chemins,,,72460,Aubervilliers Pantin Quatre Chemins,46492,Aubervilliers Pantin Quatre Chemins,A01540,C01377,METRO 7,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,655445.8206,6867258.482
"48.79648308361576, 2.368269540049694","{""coordinates"": [2.368269540049694, 48.79648308361576], ""type"": ""Point""}",107099,Villejuif Paul Vaillant-Couturier,,,70248,Paul Vaillant Couturier,58471,Paul Vaillant Couturier,A01540,C01377,METRO 7,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,653594.5881,6855341.3988
"48.84479476367654, 2.293951963636534","{""coordinates"": [2.293951963636534, 48.84479476367654], ""type"": ""Point""}",108027,Commerce,,,71132,Commerce,42734,Commerce,A01541,C01378,METRO 8,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,648183.5662,6860759.2739
"48.87067768090979, 2.3323546392632704","{""coordinates"": [2.33235463926327, 48.87067768090979], ""type"": ""Point""}",108041,Opéra,,,71337,Opéra,42237,Opéra,A01536 / A01540 / A01541,C01373 / C01377 / C01378,METRO 3 / METRO 7 / METRO 8,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,651026.1803,6863612.7102
"48.81480300606579, 2.4223761428456223","{""coordinates"": [2.422376142845622, 48.81480300606579], ""type"": ""Point""}",108081,École Vétérinaire de Maisons-Alfort,,,70522,École Vétérinaire de Maisons-Alfort,42889,École Vétérinaire de Maisons-Alfort,A01541,C01378,METRO 8,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,657583.9566,6857347.8995
"48.78000282797376, 2.459363129076404","{""coordinates"": [2.459363129076404, 48.78000282797376], ""type"": ""Point""}",108091,Créteil–Préfecture,Hôtel de Ville,,70021,Créteil Préfecture,42778,Créteil Préfecture,A01541,C01378,METRO 8,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,660273.4464,6853459.3559
"48.837961212602465, 2.2571222298454368","{""coordinates"": [2.257122229845437, 48.837961212602465], ""type"": ""Point""}",109027,Porte de Saint-Cloud,Parc des Princes,,71084,Porte de Saint-Cloud,44524,Porte de Saint-Cloud,A01542,C01379,METRO 9,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,645473.5838,6860024.2597
"48.818676408977936, 2.3197403132985555","{""coordinates"": [2.319740313298555, 48.818676408977936], ""type"": ""Point""}",104080,Mairie de Montrouge,,,70586,Mairie de Montrouge,45904,Mairie de Montrouge,A01537,C01374,METRO 4,METRO,0,0,1,0,0,0,0,1,0,0,RATP,1,1,650051.0907,6857838.6019
"48.819876220107986, 2.3645319503853917","{""coordinates"": [2.364531950385392, 48.819876220107986], ""type"": ""Point""}",107085,Porte de Choisy,,,70604,Porte de Choisy,44513,Porte de Choisy,A01540 / A01193 / A02371,C01377 / C01391 / C02317,METRO 7 / TRAM 3a / TRAM 9,METRO / TRAMWAY,0,0,1,1,0,0,0,0,TRAM 9,0,RATP / KEOLIS,1,0,653340.9722,6857944.6053
"48.855196323880406, 2.3258155665115288","{""coordinates"": [2.325815566511529, 48.855196323880406], ""type"": ""Point""}",112055,Rue du Bac,,,71227,Rue du Bac,58717,Rue du Bac,A01545,C01382,METRO 12,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,650531.8333,6861895.3889
"48.88796756081547, 2.3734568878525493","{""coordinates"": [2.373456887852549, 48.88796756081547], ""type"": ""Point""}",107037,Riquet,,,71977,Riquet,44643,Riquet,A01540,C01377,METRO 7,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,654056.345,6865510.53
"48.88106934078286, 2.3646861075145877","{""coordinates"": [2.364686107514588, 48.88106934078286], ""type"": ""Point""}",107041,Louis Blanc,,,71407,Louis Blanc,43823,Louis Blanc,A01540 / A01550,C01377 / C01387,METRO 7 / METRO 7bis,METRO,0,0,1,0,0,0,0,1,0,0,RATP,1,0,653407.0364,6864748.6267
"48.80914436000136, 2.4345098959336915","{""coordinates"": [2.434509895933691, 48.80914436000136], ""type"": ""Point""}",108083,Maisons-Alfort-Stade,,,70426,Maisons-Alfort - Stade,44066,Maisons-Alfort - Stade,A01541,C01378,METRO 8,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,658470.4404,6856712.2781
"48.864343777799434, 2.3301298771128605","{""coordinates"": [2.33012987711286, 48.864343777799434], ""type"": ""Point""}",101059,Tuileries,,,71284,Tuileries,45664,Tuileries,A01534,C01371,METRO 1,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,650857.0163,6862909.8123
"48.85806226082792, 2.3908609523236075","{""coordinates"": [2.390860952323608, 48.85806226082792], ""type"": ""Point""}",102039,Philippe Auguste,,,71751,Philippe Auguste,44332,Philippe Auguste,A01535,C01372,METRO 2,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,655306.8859,6862175.2736
